restaurant,city,features
"Babalu", "los_angeles", "For_the_Young_and_Young_at_Heart Weekend_Brunch Warm_spots_by_the_fire Weekend_Jazz_Brunch No_Reservations Quirky Focus_on_Dessert Fountain_and_Ice_Cream Wine_and_Beer Open_for_Breakfast Creative Creative Eclectic Excellent_Food Excellent_Service Excellent_Decor $15-$30"
"Bombay Palace", "los_angeles", "Authentic Indian Excellent_Food Excellent_Service Excellent_Decor $15-$30"
"Hampton's", "los_angeles", "Weekend_Lunch For_the_Young_and_Young_at_Heart Weekend_Brunch Warm_spots_by_the_fire Weekend_Jazz_Brunch No_Reservations Private_Rooms_Available Open_for_Breakfast Singles_Scene Hamburgers Excellent_Food Good_Service Good_Decor below_$15"
"Cutters", "los_angeles", "Weekend_Lunch People_Keep_Coming_Back For_the_Young_and_Young_at_Heart Weekend_Brunch Focus_on_Dessert Fountain_and_Ice_Cream Wine_and_Beer Singles_Scene Eclectic Excellent_Food Excellent_Service Excellent_Decor $15-$30"
"Marmalade", "los_angeles", "Good_for_Younger_Kids Weekend_Lunch Weekend_Brunch Warm_spots_by_the_fire Weekend_Jazz_Brunch Picnics Late_Night_Menu Cafe/Espresso_Bars Focus_on_Dessert Fountain_and_Ice_Cream Wine_and_Beer Open_for_Breakfast Creative Californian Pastry_Shops Excellent_Food Good_Service Good_Decor below_$15"
"John O'Groats", "los_angeles", "Good_for_Younger_Kids Weekend_Lunch Weekend_Brunch Warm_spots_by_the_fire Weekend_Jazz_Brunch No_Reservations Open_for_Breakfast American Coffee_Shops Diners Extraordinary_Food Excellent_Service Good_Decor below_$15"
"Border Grill", "los_angeles", "Good_for_Younger_Kids Weekend_Lunch Weekend_Brunch Warm_spots_by_the_fire Weekend_Jazz_Brunch Great_for_People_Watching Quirky On_the_Beach Hip_Place_To_Be Singles_Scene Margaritas Creative Mexican Tex-Mex Excellent_Food Excellent_Service Excellent_Decor $15-$30"
"Shahrezad", "los_angeles", "Weekend_Lunch Weekend_Brunch Persian Excellent_Food Excellent_Service Good_Decor $15-$30"
"Madeo", "los_angeles", "Weekend_Lunch Weekend_Brunch Private_Rooms_Available Entertainment Authentic Italian Extraordinary_Food Excellent_Service Excellent_Decor $30-$50"
"Prado", "los_angeles", "Weekend_Lunch Weekend_Brunch Caribbean Central South_American Extraordinary_Food Excellent_Service Excellent_Decor $15-$30"
"La Rive Gauche", "los_angeles", "Fabulous_Wine_Lists Weekend_Brunch Warm_spots_by_the_fire Weekend_Jazz_Brunch Quiet_for_Conversation Private_Rooms_Available Need_To_Dress Entertainment French_Classic Excellent_Food Excellent_Service Excellent_Decor $15-$30"
"THE BISTRO GARDEN", "los_angeles", "Weekend_Lunch Warm_spots_by_the_fire Weekend_Jazz_Brunch Great_for_People_Watching Dining_Outdoors Late_Night_Menu Entertainment Business_Scene Singles_Scene Californian Continental Extraordinary_Food Extraordinary_Service Extraordinary_Decor $30-$50"
"Barrio Fiesta", "los_angeles", "Weekend_Lunch Weekend_Brunch Little_Known_But_Well_Liked No_Reservations Authentic Filipino Excellent_Food Excellent_Service Excellent_Decor below_$15"
"The Source", "los_angeles", "Weekend_Brunch Warm_spots_by_the_fire Weekend_Jazz_Brunch No_Reservations Open_for_Breakfast Californian Vegetarian Health_Food Good_Food Good_Service Fair_Decor below_$15"
"La Pergola", "los_angeles", "Weekend_Brunch Little_Known_But_Well_Liked Relaxed_Senior_Scene Italian Good_Food Good_Service Good_Decor $15-$30"
"Camelions", "los_angeles", "Weekend_Lunch Weekend_Brunch Warm_spots_by_the_fire Weekend_Jazz_Brunch Romantic Quiet_for_Conversation Private_Rooms_Available Dining_Outdoors Californian French_Contemporary Extraordinary_Food Extraordinary_Service Extraordinary_Decor $30-$50"
"Johnny's Pastrami", "los_angeles", "Weekend_Brunch Warm_spots_by_the_fire Weekend_Jazz_Brunch After_Hours_Dining Traditional Coffee_Shops Diners Fast_Food Hamburgers Excellent_Food Excellent_Service Fair_Decor below_$15"
"Old Town Bakery & Deli", "los_angeles", "Good_for_Younger_Kids Weekend_Lunch Weekend_Brunch Warm_spots_by_the_fire Weekend_Jazz_Brunch No_Reservations Picnics Focus_on_Dessert Fountain_and_Ice_Cream Wine_and_Beer Open_for_Breakfast Pastry_Shops Excellent_Food Good_Service Good_Decor below_$15"
"Bistro 45", "los_angeles", "Fabulous_Wine_Lists Weekend_Lunch Weekend_Brunch Quiet_for_Conversation Private_Rooms_Available Picnics Dining_Outdoors Business_Scene Californian French_Bistro Brasserie French_Contemporary Extraordinary_Food Extraordinary_Service Extraordinary_Decor $30-$50"
"Moun of Tunis", "los_angeles", "Weekend_Lunch Weekend_Brunch Private_Rooms_Available Quirky Authentic Tunisian Excellent_Food Excellent_Service Excellent_Decor $15-$30"
"Marix Tex Mex Playa", "los_angeles", "Good_for_Younger_Kids Weekend_Lunch People_Keep_Coming_Back Weekend_Brunch Warm_spots_by_the_fire Weekend_Jazz_Brunch Private_Rooms_Available Entertainment Singles_Scene Margaritas Mexican Tex-Mex Excellent_Food Good_Service Good_Decor $15-$30"
"Junior's", "los_angeles", "Good_for_Younger_Kids Weekend_Lunch People_Keep_Coming_Back Weekend_Brunch Warm_spots_by_the_fire Weekend_Jazz_Brunch Private_Rooms_Available Deli Good_Food Good_Service Good_Decor below_$15"
"The Original Pantry Cafe", "los_angeles", "Good_for_Younger_Kids Weekend_Lunch Weekend_Brunch No_Reservations Quirky After_Hours_Dining An_Historic_Spot Open_for_Breakfast Traditional American Excellent_Food Excellent_Service Fair_Decor below_$15"
"Ocean Park Cafe", "los_angeles", "Weekend_Lunch Weekend_Brunch Warm_spots_by_the_fire Weekend_Jazz_Brunch No_Reservations Open_for_Breakfast Traditional American Coffee_Shops Diners Excellent_Food Excellent_Service Fair_Decor below_$15"
"Jackson's", "los_angeles", "Romantic Great_for_People_Watching Up_and_Coming Hip_Place_To_Be Californian Good_Food Good_Service Good_Decor $15-$30"
"RCKENWAGNER", "los_angeles", "Weekend_Lunch Weekend_Brunch Parties_and_Occasions Warm_spots_by_the_fire Weekend_Jazz_Brunch Picnics Dining_Outdoors Hip_Place_To_Be Open_for_Breakfast Creative French_Contemporary Extraordinary_Food Extraordinary_Service Extraordinary_Decor $30-$50"
"Lake Spring Restaurant", "los_angeles", "An_Out_Of_The_Way_Find Weekend_Lunch Weekend_Brunch Little_Known_But_Well_Liked Warm_spots_by_the_fire Weekend_Jazz_Brunch Chinese Extraordinary_Food Excellent_Service Excellent_Decor $15-$30"
"Koo Koo Roo", "los_angeles", "Weekend_Lunch Weekend_Brunch Warm_spots_by_the_fire Weekend_Jazz_Brunch Fast_Food Vegetarian Health_Food Excellent_Food Good_Service Fair_Decor below_$15"
"Trattoria Farfalla", "los_angeles", "Weekend_Lunch For_the_Young_and_Young_at_Heart Weekend_Brunch No_Reservations Hip_Place_To_Be Italian Extraordinary_Food Excellent_Service Excellent_Decor $15-$30"
"Barefoot Bar & Grill", "los_angeles", "Weekend_Lunch Weekend_Brunch Warm_spots_by_the_fire Weekend_Jazz_Brunch Private_Rooms_Available Dining_Outdoors Up_and_Coming Open_for_Breakfast Californian Excellent_Food Excellent_Service Extraordinary_Decor $15-$30"
"Stanley's", "los_angeles", "Weekend_Lunch For_the_Young_and_Young_at_Heart Weekend_Brunch Warm_spots_by_the_fire Weekend_Jazz_Brunch Private_Rooms_Available Singles_Scene American_(Contemporary) Excellent_Food Excellent_Service Good_Decor $15-$30"
"San Remo", "los_angeles", "Good_for_Younger_Kids Weekend_Lunch Weekend_Brunch Relaxed_Senior_Scene Quirky Italian Excellent_Food Excellent_Service Good_Decor $15-$30"
"La Chaumiere", "los_angeles", "Fabulous_Wine_Lists Relaxed_Senior_Scene Romantic Quiet_for_Conversation Private_Rooms_Available Need_To_Dress Classic_Hotel_Dining Entertainment French_Contemporary Extraordinary_Food Extraordinary_Service Near-perfect_Decor $30-$50"
"Grill Lyon", "los_angeles", "Quirky Creative Pacific_New_Wave Extraordinary_Food Extraordinary_Service Good_Decor $15-$30"
"Duke's", "los_angeles", "Weekend_Lunch For_the_Young_and_Young_at_Heart Weekend_Brunch Warm_spots_by_the_fire Weekend_Jazz_Brunch No_Reservations Great_for_People_Watching Quirky Open_for_Breakfast Singles_Scene American Coffee_Shops Diners Excellent_Food Good_Service Fair_Decor below_$15"
"Harbor Village", "los_angeles", "An_Out_Of_The_Way_Find Weekend_Lunch Weekend_Brunch Warm_spots_by_the_fire Weekend_Jazz_Brunch Private_Rooms_Available Chinese Dim_Sum Extraordinary_Food Excellent_Service Good_Decor $15-$30"
"Off Vine", "los_angeles", "Weekend_Brunch Romantic Private_Rooms_Available Pre-theater_Dining Dining_Outdoors Quirky Late_Night_Menu Californian Excellent_Food Extraordinary_Service Excellent_Decor $15-$30"
"Hugo's", "los_angeles", "Weekend_Lunch For_the_Young_and_Young_at_Heart Weekend_Brunch Warm_spots_by_the_fire Weekend_Jazz_Brunch Great_for_People_Watching Open_for_Breakfast Californian Italian Excellent_Food Excellent_Service Good_Decor $15-$30"
"Sofi Estiatorion", "los_angeles", "Weekend_Brunch Warm_spots_by_the_fire Weekend_Jazz_Brunch Romantic Dining_Outdoors Greek Excellent_Food Excellent_Service Excellent_Decor $15-$30"
"Trader Vic's", "los_angeles", "Cab Relaxed_Senior_Scene Romantic Private_Rooms_Available Classic_Hotel_Dining Entertainment Singles_Scene Continental Polynesian Excellent_Food Excellent_Service Extraordinary_Decor $30-$50"
"Carnegie Deli", "los_angeles", "Weekend_Lunch People_Keep_Coming_Back Weekend_Brunch Warm_spots_by_the_fire Weekend_Jazz_Brunch No_Reservations Deli Good_Food Good_Service Good_Decor below_$15"
"Far Niente", "los_angeles", "Weekend_Brunch Quiet_for_Conversation Italian Good_Food Good_Service Good_Decor $15-$30"
"Chaya Venice", "los_angeles", "Fabulous_Wine_Lists Good_Out_of_Town_Business Weekend_Brunch Warm_spots_by_the_fire Weekend_Jazz_Brunch On_the_Beach Late_Night_Menu Singles_Scene Creative Pacific_New_Wave Extraordinary_Food Excellent_Service Extraordinary_Decor $30-$50"
"LE CHARDONNAY", "los_angeles", "Weekend_Lunch Parties_and_Occasions Romantic Private_Rooms_Available Hip_Place_To_Be French_Bistro Brasserie Near-perfect_Food Extraordinary_Service Near-perfect_Decor $30-$50"
"Joss", "los_angeles", "Weekend_Lunch Weekend_Brunch Chinese Dim_Sum Extraordinary_Food Excellent_Service Extraordinary_Decor $30-$50"
"Brent's Deli", "los_angeles", "Weekend_Brunch Relaxed_Senior_Scene No_Reservations Deli Extraordinary_Food Excellent_Service Good_Decor below_$15"
"Sabor", "los_angeles", "Creative Cajun Creole Caribbean Central South_American Extraordinary_Food Extraordinary_Service Excellent_Decor $15-$30"
"The Great Greek", "los_angeles", "Weekend_Lunch Weekend_Brunch Warm_spots_by_the_fire Weekend_Jazz_Brunch Private_Rooms_Available Entertainment Dancing Greek Excellent_Food Excellent_Service Excellent_Decor $15-$30"
"Chianti", "los_angeles", "Fabulous_Wine_Lists Weekend_Lunch Weekend_Brunch Private_Rooms_Available An_Historic_Spot Italian Extraordinary_Food Extraordinary_Service Extraordinary_Decor $30-$50"
"Cafe Athens", "los_angeles", "Weekend_Lunch Weekend_Brunch Quirky Entertainment Dancing Authentic Greek Excellent_Food Excellent_Service Excellent_Decor $15-$30"
"Cinnabar", "los_angeles", "Weekend_Lunch Up_and_Coming Pacific_New_Wave Extraordinary_Food Excellent_Service Excellent_Decor $15-$30"
"Martha's 22nd Street Grill", "los_angeles", "Weekend_Brunch Singles_Scene Coffee_Shops Diners Good_Food Good_Service Good_Decor $15-$30"
"THE GRILL", "los_angeles", "Weekend_Lunch Good_Out_of_Town_Business Parties_and_Occasions Warm_spots_by_the_fire Weekend_Jazz_Brunch Power_Brokers Picnics Late_Night_Menu Hip_Place_To_Be Business_Scene American Steakhouses Extraordinary_Food Extraordinary_Service Extraordinary_Decor $30-$50"
"BERNARD'S", "los_angeles", "Fabulous_Wine_Lists Romantic Quiet_for_Conversation Picnics Classic_Hotel_Dining Entertainment Business_Scene Continental Extraordinary_Food Extraordinary_Service Near-perfect_Decor $30-$50"
"Souplantation", "los_angeles", "Good_for_Younger_Kids Weekend_Lunch People_Keep_Coming_Back Weekend_Brunch Relaxed_Senior_Scene Warm_spots_by_the_fire Weekend_Jazz_Brunch Cafeterias Good_Food Good_Service Good_Decor below_$15"
"Pat's", "los_angeles", "Weekend_Lunch Weekend_Brunch Italian Kosher Excellent_Food Excellent_Service Excellent_Decor $15-$30"
"Le Chene", "los_angeles", "Weekend_Lunch Weekend_Brunch Little_Known_But_Well_Liked Private_Rooms_Available Dining_Outdoors French_Bistro Brasserie Extraordinary_Food Extraordinary_Service Excellent_Decor $15-$30"
"David Slay's La Veranda", "los_angeles", "Weekend_Lunch Good_Out_of_Town_Business Weekend_Brunch Romantic Power_Brokers Business_Scene Californian Extraordinary_Food Extraordinary_Service Excellent_Decor $30-$50"
"New Moon", "los_angeles", "Little_Known_But_Well_Liked Warm_spots_by_the_fire Weekend_Jazz_Brunch Up_and_Coming Chinese Good_Food Good_Service Good_Decor $15-$30"
"Fritto Misto", "los_angeles", "Good_for_Younger_Kids Weekend_Lunch Weekend_Brunch Warm_spots_by_the_fire Weekend_Jazz_Brunch No_Reservations Quirky Californian Italian Excellent_Food Excellent_Service Good_Decor $15-$30"
"Johnny Reb's Southern Smokehouse", "los_angeles", "Weekend_Brunch Bar-B-Q Good_Food Good_Service Good_Decor $15-$30"
"Depot", "los_angeles", "An_Out_Of_The_Way_Find Fabulous_Wine_Lists Weekend_Brunch Private_Rooms_Available Creative American_(Contemporary) Californian Extraordinary_Food Extraordinary_Service Extraordinary_Decor $15-$30"
"SUSHI NOZAWA", "los_angeles", "Weekend_Lunch Creative Japanese Near-perfect_Food Extraordinary_Service Fair_Decor $30-$50"
"Mexica", "los_angeles", "Weekend_Lunch Weekend_Brunch Authentic Mexican Tex-Mex Excellent_Food Excellent_Service Excellent_Decor $15-$30"
"Mon Kee's", "los_angeles", "Weekend_Brunch Warm_spots_by_the_fire Weekend_Jazz_Brunch Pre-theater_Dining Chinese Extraordinary_Food Good_Service Fair_Decor $15-$30"
"SPAGO", "los_angeles", "Fabulous_Wine_Lists Weekend_Lunch Weekend_Brunch Parties_and_Occasions Private_Rooms_Available Power_Brokers Great_for_People_Watching Hip_Place_To_Be Focus_on_Dessert Fountain_and_Ice_Cream Wine_and_Beer Singles_Scene Californian Extraordinary_Food Excellent_Service Excellent_Decor $30-$50"
"Chez Helene", "los_angeles", "Weekend_Lunch Weekend_Brunch Warm_spots_by_the_fire Weekend_Jazz_Brunch Romantic Quiet_for_Conversation Private_Rooms_Available Dining_Outdoors French_Bistro Brasserie Extraordinary_Food Extraordinary_Service Extraordinary_Decor $15-$30"
"Maurice's Snack 'n Chat", "los_angeles", "Weekend_Lunch Weekend_Brunch Warm_spots_by_the_fire Weekend_Jazz_Brunch Private_Rooms_Available Open_for_Breakfast Authentic Soul_Food Southern Excellent_Food Excellent_Service Good_Decor $15-$30"
"CITRUS", "los_angeles", "Fabulous_Wine_Lists Weekend_Lunch Parties_and_Occasions Picnics Hip_Place_To_Be Focus_on_Dessert Fountain_and_Ice_Cream Wine_and_Beer Creative Californian French_Contemporary Near-perfect_Food Extraordinary_Service Extraordinary_Decor $30-$50"
"Cafe La Boheme", "los_angeles", "Weekend_Lunch Weekend_Brunch Parties_and_Occasions Warm_spots_by_the_fire Weekend_Jazz_Brunch Great_for_People_Watching Quirky Late_Night_Menu Singles_Scene Creative Californian Eclectic Pacific_New_Wave Excellent_Food Excellent_Service Near-perfect_Decor $30-$50"
"Hollywood Canteen", "los_angeles", "Weekend_Lunch Private_Rooms_Available Dining_Outdoors Business_Scene American Excellent_Food Excellent_Service Excellent_Decor $15-$30"
"Cafe Montana", "los_angeles", "Weekend_Lunch Weekend_Brunch Warm_spots_by_the_fire Weekend_Jazz_Brunch Open_for_Breakfast Creative Californian Excellent_Food Excellent_Service Excellent_Decor $15-$30"
"Bali Place", "los_angeles", "Weekend_Lunch Weekend_Brunch Indonesian Excellent_Food Good_Service Fair_Decor below_$15"
"Gotham Hall", "los_angeles", "For_the_Young_and_Young_at_Heart Great_for_People_Watching Quirky On_the_Beach Up_and_Coming Singles_Scene American Good_Food Good_Service Good_Decor $15-$30"
"Kokomo Cafe", "los_angeles", "Good_for_Younger_Kids Weekend_Brunch Warm_spots_by_the_fire Weekend_Jazz_Brunch Open_for_Breakfast American_(Contemporary) Eclectic Excellent_Food Good_Service Fair_Decor below_$15"
"Caffe Delfini", "los_angeles", "Good_for_Younger_Kids Weekend_Lunch Weekend_Brunch On_the_Beach Authentic Italian Extraordinary_Food Excellent_Service Excellent_Decor $15-$30"
"Killer Shrimp", "los_angeles", "Weekend_Lunch Weekend_Brunch Warm_spots_by_the_fire Weekend_Jazz_Brunch No_Reservations Quirky On_the_Beach Fast_Food Seafood Extraordinary_Food Good_Service Fair_Decor $15-$30"
"Cassell's", "los_angeles", "For_the_Young_and_Young_at_Heart Warm_spots_by_the_fire Weekend_Jazz_Brunch No_Reservations An_Historic_Spot American Hamburgers Extraordinary_Food Good_Service Fair_Decor below_$15"
"East India Grill", "los_angeles", "Weekend_Lunch Weekend_Brunch Warm_spots_by_the_fire Weekend_Jazz_Brunch On_the_Beach Creative Californian Indian Excellent_Food Good_Service Good_Decor $15-$30"
"Milano's Italian Kitchen", "los_angeles", "Good_for_Younger_Kids Weekend_Lunch Warm_spots_by_the_fire Weekend_Jazz_Brunch Italian Excellent_Food Excellent_Service Excellent_Decor $15-$30"
"Champagne Bis", "los_angeles", "Weekend_Lunch Good_Out_of_Town_Business Weekend_Brunch Parties_and_Occasions Romantic Business_Scene French_Contemporary Extraordinary_Food Excellent_Service Extraordinary_Decor $30-$50"
"BEL-AIR HOTEL", "los_angeles", "Fabulous_Wine_Lists High_Tea Parties_and_Occasions Warm_spots_by_the_fire Weekend_Jazz_Brunch Romantic Quiet_for_Conversation Private_Rooms_Available Dining_Outdoors Need_To_Dress Hip_Place_To_Be Classic_Hotel_Dining Entertainment Business_Scene Californian French_Contemporary Extraordinary_Food Near-perfect_Service Near-perfect_Decor $30-$50"
"Soup Exchange", "los_angeles", "Good_for_Younger_Kids Weekend_Lunch People_Keep_Coming_Back Weekend_Brunch Relaxed_Senior_Scene Warm_spots_by_the_fire Weekend_Jazz_Brunch Cafeterias Good_Food Good_Service Fair_Decor below_$15"
"L'Express", "los_angeles", "Weekend_Lunch People_Keep_Coming_Back For_the_Young_and_Young_at_Heart Weekend_Brunch Warm_spots_by_the_fire Weekend_Jazz_Brunch Private_Rooms_Available Entertainment Open_for_Breakfast Singles_Scene French_Bistro Brasserie Good_Food Good_Service Good_Decor $15-$30"
"Omino Sushi", "los_angeles", "Weekend_Lunch Little_Known_But_Well_Liked Japanese Extraordinary_Food Excellent_Service Good_Decor $15-$30"
"La Loggia", "los_angeles", "Weekend_Lunch Weekend_Brunch Italian Extraordinary_Food Excellent_Service Good_Decor $15-$30"
"REGENT BEVERLY WILSHIRE", "los_angeles", "Fabulous_Wine_Lists High_Tea Parties_and_Occasions Relaxed_Senior_Scene Warm_spots_by_the_fire Weekend_Jazz_Brunch Romantic Quiet_for_Conversation Classic_Hotel_Dining Entertainment Focus_on_Dessert Fountain_and_Ice_Cream Wine_and_Beer Continental Extraordinary_Food Extraordinary_Service Near-perfect_Decor $30-$50"
