restaurant,features
3291, 92 225 222 179 222 173 172 36 65 66 64 0
3292, 225 222 217 173 172 154 136 37 33 36 65 66 64 0
3293, 92 225 222 179 222 172 43 206 68 66 64 0
3294, 71 225 222 123 179 222 181 170 94 173 172 154 136 37 86 77 22 146 6 65 69 67 1
3295, 65 66 88 229
3296, 222 179 172 103 113 65 66 88 0
3297, 225 105 222 179 222 37 77 22 146 39 42 65 66 64 0
3298, 92 204 222 222 173 7 187 65 91 64 0
3299, 6 89 91 88 0
3300, 90 222 222 50 22 115 68 66 88 0
3301, 225 222 222 172 59 73 91 72 229
3302, 92 204 222 222 139 44 162 65 74 72 229
3303, 225 204 222 222 94 25 54 190 59 89 91 88 0
3304, 204 222 222 113 113 89 91 72 229
3305, 39 89 91 88 0
3306, 204 139 178 62 33 43 31 129 129 68 66 88 0
3307, 90 222 173 172 33 43 115 68 66 64 0
3308, 71 225 222 179 222 53 119 170 94 154 119 136 106 37 103 77 22 146 6 68 69 67 0
3309, 65 91 88 229
3310, 225 222 181 139 173 172 119 86 220 113 113 68 69 67 1
3311, 225 80 222 222 94 173 172 103 25 54 62 190 6 89 91 88 0
3312, 225 90 222 222 173 115 65 66 88 0
3313, 225 105 222 179 222 37 37 103 86 77 146 39 42 65 66 64 0
3314, 80 204 222 178 6 98 65 91 72 229
3315, 23 71 225 90 222 181 217 170 173 172 154 106 37 103 86 22 146 43 6 134 135 67 1
3316, 204 222 25 222 181 94 172 25 54 86 78 81 33 190 6 65 91 64 0
3317, 71 204 222 222 181 173 172 154 119 86 33 190 6 65 66 64 0
3318, 65 66 88 0
3319, 32 129 129 65 66 72 229
3320, 225 222 123 179 222 206 65 66 88 229
3321, 65 66 88 229
3322, 225 222 222 172 178 214 25 54 50 48 183 89 91 88 0
3323, 225 222 140 179 139 25 54 77 44 59 65 91 64 0
3324, 222 25 222 139 50 209 129 129 89 91 72 229
3325, 92 225 204 222 222 181 173 172 103 62 48 6 42 89 91 67 0
3326, 222 181 220 129 129 65 66 64 0
3327, 204 222 222 139 178 32 43 183 65 91 88 229
3328, 225 222 222 33 113 113 65 66 88 0
3329, 225 222 222 173 172 103 100 25 54 62 22 146 6 89 91 72 229
3330, 92 225 80 204 50 48 65 66 88 0
3331, 71 225 25 179 181 53 119 171 57 173 172 154 7 103 25 54 86 62 50 22 6 65 66 67 1
3332, 204 222 139 36 65 66 88 0
3333, 92 204 222 140 222 139 178 77 78 81 146 44 59 65 91 88 229
3334, 225 204 222 222 173 172 154 214 50 6 28 96 89 91 88 0
3335, 225 222 140 222 171 57 173 172 119 37 103 100 62 6 42 187 89 66 64 0
3336, 222 222 217 94 154 214 119 106 50 28 113 65 66 64 0
3337, 92 225 222 179 222 77 206 65 66 64 0
3338, 92 71 225 204 222 179 222 173 172 103 25 54 62 77 50 33 187 68 66 64 0
3339, 129 129 89 91 88 0
3340, 225 222 222 172 36 65 91 72 0
3341, 204 173 172 113 113 65 66 88 0
3342, 71 222 222 181 173 172 154 86 113 113 113 68 69 67 1
3343, 225 80 204 222 179 222 217 36 65 66 88 0
3344, 225 25 54 86 50 33 113 113 113 65 66 64 0
3345, 225 222 37 103 48 22 209 6 59 113 65 66 64 0
3346, 225 204 222 109 65 66 88 0
3347, 59 89 91 88 0
3348, 109 89 91 88 0
3349, 92 225 222 222 172 119 36 68 66 72 229
3350, 222 222 181 173 172 25 54 84 89 66 88 0
3351, 71 204 222 217 172 154 100 25 54 86 187 199 65 66 64 0
3352, 222 214 113 89 91 88 0
3353, 225 181 217 172 42 113 113 134 66 64 0
3354, 18 89 91 88 0
3355, 225 222 53 119 173 48 6 112 73 91 88 229
3356, 92 225 80 204 222 179 222 50 59 65 91 88 229
3357, 113 89 91 88 0
3358, 65 91 88 229
3359, 222 178 10 130 65 66 72 229
3360, 222 222 214 32 36 65 69 88 229
3361, 222 50 32 117 65 66 72 0
3362, 92 80 222 25 222 173 172 25 54 6 89 91 88 0
3363, 206 65 66 64 0
3364, 92 225 80 222 179 222 173 172 178 119 48 36 65 66 64 0
3365, 225 222 179 171 57 173 172 6 187 89 66 64 0
3366, 225 80 140 217 172 178 62 42 73 91 64 0
3367, 225 204 222 179 169 197 65 66 72 0
3368, 225 204 222 222 139 33 129 129 196 65 66 64 0
3369, 71 225 217 173 172 220 6 65 66 64 0
3370, 225 204 222 139 173 172 214 33 113 113 68 69 64 0
3371, 6 89 91 88 0
3372, 225 204 179 6 199 89 91 88 229
3373, 49 65 91 72 229
3374, 225 204 222 222 53 119 172 220 50 6 187 89 66 64 0
3375, 92 204 222 181 172 129 129 68 66 64 0
3376, 225 90 217 173 136 37 86 22 42 187 68 66 67 1
3377, 71 225 90 181 170 154 106 86 6 134 69 67 1
3378, 222 222 178 190 6 89 91 88 229
3379, 204 222 222 178 106 77 146 52 59 65 91 64 229
3380, 92 225 179 154 113 113 68 69 67 0
3381, 92 225 204 222 222 36 65 66 64 0
3382, 105 204 222 25 222 53 119 94 103 25 54 146 59 89 91 88 0
3383, 92 204 222 179 222 113 113 65 66 88 0
3384, 6 89 91 88 0
3385, 80 222 222 100 220 59 89 91 88 229
3386, 222 222 139 94 178 44 6 49 89 91 72 229
3387, 92 225 80 129 129 89 91 72 229
3388, 139 98 89 91 88 229
3389, 113 89 91 88 0
3390, 225 204 222 222 50 115 68 66 64 0
3391, 92 225 222 179 222 37 103 25 54 77 22 146 6 65 66 64 0
3392, 59 89 91 88 0
3393, 71 225 90 222 217 170 94 154 106 86 59 111 68 66 67 1
3394, 8 222 222 139 25 54 6 187 65 66 64 0
3395, 222 140 222 172 178 77 78 81 43 6 68 66 64 0
3396, 71 225 222 222 37 103 77 22 146 59 65 69 67 0
3397, 225 204 222 222 139 214 36 187 89 91 88 0
3398, 225 204 222 178 32 44 209 187 218 65 91 72 229
3399, 92 204 222 222 139 178 25 54 78 81 32 146 44 169 65 66 88 229
3400, 225 204 222 173 172 154 7 113 113 65 66 88 0
3401, 178 63 65 66 88 0
3402, 204 222 222 53 119 178 62 169 197 65 66 88 0
3403, 225 222 173 154 220 6 199 89 91 88 0
3404, 204 179 217 86 84 65 66 88 0
3405, 71 225 90 25 181 170 94 173 172 106 86 33 22 190 113 68 69 67 1
3406, 92 225 80 222 222 119 103 78 81 190 6 89 91 88 0
3407, 80 204 222 139 50 43 206 65 66 88 0
3408, 36 167 89 91 88 229
3409, 225 222 222 178 50 146 218 68 66 72 229
3410, 71 225 181 173 172 86 220 33 22 43 6 68 69 67 1
3411, 71 222 179 222 173 172 100 187 65 66 64 0
3412, 92 225 222 179 222 36 65 66 88 0
3413, 92 71 225 222 222 173 172 154 33 22 190 113 113 65 66 64 0
3414, 71 90 222 222 170 94 172 154 106 86 33 22 96 199 68 69 67 1
3415, 71 225 217 154 106 86 6 59 134 69 64 1
3416, 225 222 222 173 172 119 209 59 111 197 65 66 88 0
3417, 225 222 222 173 172 178 119 25 54 190 6 89 91 88 0
3418, 92 204 119 36 65 91 72 229
3419, 204 222 171 57 173 172 25 54 62 78 81 48 111 65 91 88 0
3420, 204 222 222 50 109 65 91 72 0
3421, 71 225 222 222 94 173 172 154 178 106 103 86 22 190 111 65 66 67 0
3422, 225 222 222 154 119 100 50 6 6 89 66 88 0
3423, 204 222 222 173 172 178 119 100 50 190 59 65 91 88 229
3424, 65 91 88 0
3425, 225 222 53 119 173 172 154 37 103 100 62 48 190 6 96 89 91 88 0
3426, 222 222 139 106 25 54 6 65 66 64 0
3427, 71 222 222 181 217 173 172 154 86 77 13 113 68 69 64 1
3428, 92 225 80 222 222 139 103 129 129 196 89 91 88 229
3429, 217 178 6 68 69 64 0
3430, 222 181 172 25 54 86 220 43 6 68 69 64 1
3431, 80 204 222 222 139 94 172 25 54 6 187 89 91 88 0
3432, 225 204 222 222 217 206 65 66 64 0
3433, 222 173 172 206 65 66 88 0
3434, 204 222 222 173 172 119 22 115 68 66 64 0
3435, 92 225 204 222 179 222 139 53 119 173 172 103 44 187 65 91 72 229
3436, 92 225 80 222 222 173 172 33 36 65 66 88 0
3437, 222 222 217 154 106 25 54 86 209 113 65 91 64 0
3438, 92 225 204 181 113 113 68 66 88 0
3439, 124 222 222 178 62 59 89 91 88 0
3440, 222 222 109 65 66 88 0
3441, 225 222 222 181 53 119 172 106 190 196 65 66 67 0
3442, 92 222 140 115 65 91 88 0
3443, 225 217 86 78 81 6 59 68 69 64 1
3444, 225 222 140 171 57 173 172 113 65 66 88 0
3445, 225 222 222 206 68 66 64 0
3446, 92 80 204 222 222 139 119 103 100 78 81 190 59 89 66 64 0
3447, 36 89 91 88 0
3448, 225 222 179 37 22 187 65 66 88 0
3449, 71 225 222 140 139 170 172 119 106 103 86 33 113 134 66 64 1
3450, 225 80 222 77 78 81 33 6 65 91 88 0
3451, 92 225 80 222 222 190 6 89 91 64 229
3452, 71 204 222 222 181 173 172 154 33 113 113 65 66 64 0
3453, 225 222 222 181 217 172 154 106 100 86 78 81 190 113 65 66 64 0
3454, 92 204 222 222 139 172 178 214 103 50 46 68 66 88 229
3455, 225 204 178 129 129 6 197 89 66 88 0
3456, 65 66 64 0
3457, 225 204 222 181 172 84 65 66 64 0
3458, 204 222 222 103 104 215 68 66 64 0
3459, 225 222 173 172 86 209 113 113 68 69 64 0
3460, 225 204 139 178 106 33 15 27 31 96 68 66 64 0
3461, 92 225 80 222 179 222 172 115 68 69 64 0
3462, 222 172 89 91 64 0
3463, 92 225 204 222 222 53 119 172 220 169 65 66 64 0
3464, 92 204 222 222 53 119 173 172 178 119 6 52 65 66 88 229
3465, 59 89 91 88 0
3466, 222 123 222 103 104 117 215 89 91 88 0
3467, 225 80 222 222 139 172 48 190 113 89 91 88 0
3468, 225 204 222 222 181 172 119 50 113 113 65 66 64 0
3469, 179 173 172 113 65 66 88 0
3470, 71 90 181 170 173 172 154 136 7 100 25 54 86 77 33 22 84 68 69 67 1
3471, 204 222 222 115 68 69 88 0
3472, 92 225 80 178 119 44 15 162 68 91 72 229
3473, 225 222 222 94 25 54 78 81 113 65 66 64 0
3474, 71 225 222 123 179 173 172 86 77 33 22 113 113 68 66 67 1
3475, 225 80 222 179 222 173 172 37 220 78 81 6 68 69 67 1
3476, 225 222 179 222 113 68 69 64 0
3477, 225 222 222 173 172 44 187 199 89 91 72 0
3478, 92 225 80 77 78 81 132 2 89 91 88 229
3479, 204 222 222 106 86 77 78 81 50 33 146 49 59 65 66 88 0
3480, 173 59 89 91 88 229
3481, 225 204 222 179 173 172 113 113 65 66 88 0
3482, 204 222 173 172 113 113 68 66 64 0
3483, 71 225 90 222 179 222 181 170 173 172 154 136 37 103 100 86 62 50 22 146 209 6 68 69 67 1
3484, 189 32 139 19 109 65 91 72 229
3485, 23 221 154 5 119 221 179 172 173 113 65 66 67 0
3486, 124 221 175 190 188 154 221 172 173 6 65 66 67 0
3487, 124 171 154 221 187 65 66 64 0
3488, 189 221 221 178 103 43 43 104 65 66 64 0
3489, 23 221 5 119 92 80 139 162 68 91 88 229
3490, 189 123 113 89 91 88 0
3491, 189 5 119 221 179 182 89 66 88 0
3492, 23 206 89 66 72 229
3493, 23 172 173 22 19 36 65 66 88 0
3494, 124 154 90 221 217 170 172 173 106 22 199 68 69 64 1
3495, 189 154 221 181 177 113 127 65 66 64 0
3496, 124 221 154 221 113 65 91 72 0
3497, 124 154 221 54 219 6 65 66 64 0
3498, 23 221 172 173 113 162 65 66 64 0
3499, 189 206 65 66 88 229
3500, 189 221 175 190 188 221 164 54 19 6 6 65 66 64 0
3501, 124 154 92 221 179 172 173 6 199 65 66 88 0
3502, 23 221 179 113 65 91 88 0
3503, 189 221 154 138 221 123 146 194 192 68 66 72 229
3504, 23 5 119 181 177 6 113 89 91 88 0
3505, 23 221 154 172 173 54 37 22 42 61 65 66 67 1
3506, 189 206 65 66 88 229
3507, 23 221 154 5 119 123 37 22 6 68 135 67 0
3508, 124 221 154 92 6 65 66 64 0
3509, 189 221 158 221 54 126 129 89 91 88 0
3510, 23 154 93 90 181 48 62 22 19 6 65 66 67 1
3511, 23 171 154 86 90 181 217 174 136 37 103 22 84 134 135 133 230
3512, 23 221 92 158 80 221 98 89 91 88 229
3513, 189 154 221 172 173 95 89 91 64 0
3514, 23 221 5 119 221 187 65 66 64 0
3515, 124 123 181 177 172 173 6 187 68 66 64 1
3516, 189 179 206 68 66 88 0
3517, 124 43 36 65 66 64 0
3518, 23 221 5 119 221 164 13 197 205 65 66 64 0
3519, 189 221 130 131 89 91 88 0
3520, 23 32 43 206 65 74 168 229
3521, 189 221 123 179 48 62 197 68 66 88 0
3522, 124 154 221 217 172 173 22 187 65 66 64 0
3523, 124 113 89 91 88 0
3524, 23 154 221 172 173 113 65 66 64 0
3525, 124 154 179 209 42 65 66 64 0
3526, 189 221 179 36 65 66 88 0
3527, 124 86 8 221 181 177 6 42 65 66 64 0
3528, 124 221 154 92 80 178 146 6 39 52 65 66 88 229
3529, 189 154 117 65 91 88 0
3530, 23 94 154 93 90 221 54 22 113 65 91 64 0
3531, 124 8 123 181 136 219 84 134 69 67 0
3532, 189 221 113 65 91 88 0
3533, 23 175 190 188 221 164 172 173 6 89 91 88 0
3534, 23 221 164 37 22 6 65 66 64 0
3535, 23 206 65 91 88 229
3536, 23 221 154 93 86 221 54 106 22 84 68 66 64 0
3537, 124 221 154 221 172 173 6 15 65 66 88 0
3538, 189 221 175 190 188 154 158 221 164 172 173 6 89 91 88 229
3539, 189 19 109 65 66 88 0
3540, 189 94 154 221 172 173 54 113 65 91 64 0
3541, 189 154 221 172 173 113 65 66 67 0
3542, 189 179 172 173 209 42 12 65 66 64 0
3543, 189 218 65 91 72 229
3544, 23 208 221 175 190 188 94 154 5 119 158 80 221 164 139 172 173 106 209 6 89 91 64 0
3545, 23 221 92 179 172 173 6 6 65 66 64 0
3546, 23 93 181 172 173 48 62 84 65 66 64 0
3547, 124 90 217 106 206 134 69 67 1
3548, 23 221 92 80 172 173 129 65 66 64 0
3549, 189 221 5 119 221 139 187 65 91 88 0
3550, 189 32 206 68 66 64 229
3551, 189 221 154 221 140 179 139 166 65 91 72 229
3552, 23 221 92 80 139 162 65 91 88 229
3553, 189 154 181 217 177 214 136 84 65 69 67 1
3554, 124 154 221 179 172 173 187 199 65 66 64 0
3555, 189 154 115 65 66 88 0
3556, 124 154 179 113 89 66 64 0
3557, 189 179 130 89 91 88 0
3558, 189 32 179 13 185 89 91 88 0
3559, 23 221 5 119 92 158 80 221 139 54 98 39 52 89 91 88 229
3560, 124 154 8 221 172 173 6 68 66 67 0
3561, 124 221 154 179 139 6 98 65 66 88 229
3562, 23 221 138 221 179 139 7 50 204 146 6 39 52 65 66 88 229
3563, 23 221 92 179 139 33 146 49 116 89 91 72 229
3564, 189 5 119 221 139 129 65 66 88 0
3565, 189 214 113 89 91 88 0
3566, 23 154 5 119 48 62 95 89 91 88 0
3567, 189 42 166 65 66 64 0
3568, 189 113 65 66 88 0
3569, 189 221 175 190 188 221 164 43 6 89 91 88 0
3570, 23 208 175 190 188 154 221 172 173 48 62 199 68 66 64 1
3571, 23 221 179 181 177 172 173 13 183 65 66 64 0
3572, 189 221 123 113 68 66 88 0
3573, 189 36 68 69 64 229
3574, 189 154 86 71 90 172 173 37 22 6 68 69 67 1
3575, 23 154 170 7 22 209 209 6 87 65 66 88 0
3576, 124 154 92 80 129 89 91 88 0
3577, 23 154 221 139 172 173 129 89 91 88 0
3578, 189 154 221 127 89 91 88 0
3579, 23 221 92 80 113 162 65 91 88 229
3580, 189 86 221 179 87 65 66 64 0
3581, 221 139 162 65 91 88 229
3582, 189 123 113 68 66 88 0
3583, 23 123 48 62 205 6 68 66 88 229
3584, 23 154 90 170 172 173 22 199 89 91 88 0
3585, 189 154 109 65 66 88 0
3586, 124 221 92 80 113 162 65 91 88 229
3587, 23 154 221 181 217 177 113 65 66 64 0
3588, 23 154 172 173 115 65 66 67 1
3589, 189 154 86 71 90 181 217 174 170 172 173 136 106 84 134 135 133 230
3590, 124 225 221 154 92 80 221 139 54 209 15 65 91 72 229
3591, 23 154 93 90 217 37 22 6 199 65 66 64 1
3592, 124 154 113 65 66 64 0
3593, 189 5 119 221 179 172 173 54 129 89 91 88 0
3594, 23 158 164 54 7 13 6 89 91 88 229
3595, 124 178 43 59 89 91 88 0
3596, 189 32 221 181 209 79 65 66 88 0
3597, 189 221 78 81 32 221 54 41 89 91 88 229
3598, 23 221 154 179 33 146 49 39 52 116 68 91 72 229
3599, 124 221 32 221 113 68 66 88 0
3600, 23 154 93 90 221 181 217 177 172 173 136 22 187 68 69 67 1
3601, 23 221 154 5 119 92 80 162 65 91 88 229
3602, 189 179 84 218 65 91 88 0
3603, 189 221 221 54 104 215 65 66 64 0
3604, 23 154 90 221 217 172 173 22 199 68 69 67 0
3605, 189 154 221 177 172 173 54 59 6 65 66 64 0
3606, 124 225 221 139 43 11 115 65 66 88 229
3607, 124 8 123 181 177 136 84 68 69 67 0
3608, 124 32 109 89 91 88 0
3609, 23 181 48 62 22 113 65 66 64 1
3610, 23 221 172 173 54 22 127 65 66 64 0
3611, 124 86 8 221 181 217 174 84 68 69 64 0
3612, 23 154 90 37 115 65 66 64 0
3613, 189 221 5 119 36 51 68 91 72 229
3614, 23 221 172 173 22 199 65 66 64 0
3615, 124 221 221 139 50 204 6 95 65 66 72 229
3616, 23 158 50 204 6 89 91 88 0
3617, 208 221 154 5 119 92 158 80 139 172 173 54 178 6 39 52 89 66 64 229
3618, 189 221 5 119 92 80 179 172 173 113 162 65 66 88 0
3619, 189 154 54 126 129 89 91 88 0
3620, 189 154 179 7 113 89 91 88 0
3621, 23 208 221 154 5 119 221 172 173 13 95 65 66 64 0
3622, 124 154 8 221 181 177 172 173 214 22 127 65 91 67 0
3623, 23 221 179 43 36 65 66 88 229
3624, 189 179 206 65 66 88 0
3625, 23 90 22 115 68 66 64 0
3626, 124 8 174 43 84 68 69 64 1
3627, 189 221 179 36 65 66 88 0
3628, 189 154 181 217 214 106 13 84 68 66 64 0
3629, 124 187 199 65 91 88 0
3630, 124 221 154 92 221 179 172 173 43 6 65 66 64 0
3631, 189 123 113 68 69 88 0
3632, 23 221 154 90 221 217 170 172 173 54 106 22 113 65 66 64 0
3633, 124 32 123 50 204 33 43 59 6 65 66 88 0
3634, 124 115 68 66 88 0
3635, 23 221 221 113 65 66 64 0
3636, 189 221 181 54 84 65 66 64 0
3637, 23 154 93 90 221 199 68 66 64 1
3638, 189 32 109 89 91 88 0
3639, 189 221 179 113 65 66 64 0
3640, 23 221 221 50 204 146 14 84 65 91 64 0
3641, 23 225 206 89 91 88 229
3642, 23 53 221 179 181 177 172 173 183 89 91 88 0
3643, 23 22 109 68 66 64 0
3644, 189 154 221 181 209 197 65 66 64 0
3645, 23 154 90 172 173 22 115 65 66 64 0
3646, 23 154 93 90 221 172 173 22 187 68 66 64 0
3647, 23 154 93 90 170 172 173 48 62 22 187 65 66 64 0
3648, 23 208 175 190 188 94 154 93 90 221 164 217 172 173 106 199 68 69 64 1
3649, 189 221 54 84 65 66 88 0
3650, 124 221 154 92 221 50 204 6 15 65 91 72 229
3651, 23 154 221 172 173 22 199 65 66 88 0
3652, 23 8 221 181 217 177 172 173 136 84 134 69 67 1
3653, 23 154 37 48 62 22 113 65 69 67 1
3654, 124 221 154 221 123 113 65 66 88 0
3655, 189 221 113 65 66 88 0
3656, 23 154 90 217 177 214 22 113 68 66 67 1
3657, 124 221 32 36 65 66 88 0
3658, 124 221 154 8 221 181 177 172 173 214 42 65 66 64 0
3659, 124 154 90 172 173 37 22 6 68 69 64 0
3660, 189 32 36 65 91 72 0
3661, 124 154 221 42 84 65 66 64 0
3662, 23 154 90 170 22 113 68 66 64 0
3663, 189 221 92 80 221 139 146 6 89 91 72 229
3664, 189 32 221 139 50 204 31 89 91 88 0
3665, 189 221 154 221 179 19 166 89 91 88 0
3666, 189 179 95 65 91 88 0
3667, 124 154 221 123 139 199 68 66 88 0
3668, 189 154 221 172 173 219 48 62 113 89 91 88 0
3669, 124 209 206 65 91 72 229
3670, 189 154 221 217 172 173 209 113 68 66 64 0
3671, 124 154 8 71 90 181 217 172 173 22 84 134 69 67 1
3672, 124 154 8 123 172 173 6 68 69 67 0
3673, 23 221 113 68 69 67 0
3674, 124 221 113 65 66 64 0
3675, 23 154 93 221 214 106 22 6 65 66 64 0
3676, 124 92 80 179 146 6 68 66 64 229
3677, 124 221 154 221 95 65 66 64 0
3678, 23 54 129 89 91 88 0
3679, 189 140 48 62 15 89 91 88 0
3680, 189 154 221 123 43 113 68 66 64 0
3681, 23 221 175 190 188 94 154 158 221 172 173 106 22 6 89 91 64 0
3682, 23 154 8 221 179 172 173 54 6 65 66 67 0
3683, 124 154 86 8 71 221 181 217 177 174 172 173 136 219 84 68 69 67 1
3684, 189 221 154 221 187 89 91 72 0
3685, 189 175 190 188 221 164 139 209 13 61 89 91 64 229
3686, 189 221 63 65 91 72 229
3687, 23 221 154 93 214 22 6 68 66 64 0
3688, 23 179 139 146 43 6 65 66 88 229
3689, 23 225 179 206 68 66 88 229
3690, 189 154 86 221 179 172 173 7 48 62 87 65 66 64 0
3691, 189 221 5 119 32 221 139 54 129 89 91 72 229
3692, 23 22 209 6 89 91 88 0
3693, 124 154 221 113 65 66 64 0
3694, 124 221 172 173 19 36 65 66 88 0
3695, 23 154 22 113 65 66 64 0
3696, 189 221 177 214 43 6 68 66 88 0
3697, 189 154 221 172 173 113 65 66 64 0
3698, 189 159 65 91 88 229
3699, 189 221 179 209 166 65 66 64 0
3700, 189 221 154 92 80 50 204 15 65 91 72 0
3701, 124 221 5 119 221 48 62 112 89 91 88 0
3702, 23 154 172 173 42 68 69 67 1
3703, 23 221 175 190 188 5 119 92 158 80 164 54 48 62 6 59 89 91 88 0
3704, 189 221 7 209 15 68 66 88 0
3705, 189 221 154 92 80 179 172 173 113 162 65 91 88 0
3706, 23 208 221 154 5 119 221 217 172 173 209 95 65 66 88 0
3707, 23 93 90 221 181 172 173 54 106 22 113 68 69 67 1
3708, 189 221 175 190 188 164 13 186 89 66 64 229
3709, 124 154 8 221 181 217 177 172 173 42 68 69 67 1
3710, 124 86 8 181 177 174 172 173 84 68 69 64 0
3711, 23 208 221 175 190 188 154 92 158 80 221 139 172 173 178 106 59 98 89 91 64 0
3712, 23 54 50 204 113 65 66 72 0
3713, 189 154 221 217 170 22 113 68 66 64 0
3714, 23 208 94 154 221 106 22 113 162 68 66 67 0
3715, 189 154 115 65 66 88 0
3716, 23 154 221 170 209 113 65 66 64 0
3717, 124 154 172 173 54 209 13 113 65 66 88 0
3718, 23 221 154 92 80 209 113 162 89 91 88 229
3719, 189 221 32 123 179 218 68 91 72 229
3720, 23 154 214 22 113 89 91 88 0
3721, 189 19 109 65 91 72 0
3722, 124 221 154 138 221 140 172 173 19 6 42 89 91 88 0
3723, 124 221 154 221 179 172 173 113 65 66 64 0
3724, 23 221 113 65 66 88 0
3725, 124 154 221 217 172 173 48 62 127 68 66 64 0
3726, 124 171 154 86 8 71 181 217 177 172 173 136 84 134 135 67 1
3727, 124 154 179 113 89 91 88 0
3728, 124 154 8 221 123 181 172 173 43 113 68 69 67 0
3729, 124 154 221 172 173 113 68 66 64 0
3730, 124 8 90 181 217 177 174 172 173 214 136 106 84 113 134 69 67 1
3731, 189 221 5 119 129 65 91 88 229
3732, 189 221 77 11 89 91 88 0
3733, 23 154 221 209 113 65 66 64 0
3734, 23 221 154 90 136 37 7 22 187 68 69 67 1
3735, 189 218 65 91 72 229
3736, 189 221 154 5 119 92 158 80 209 113 162 89 91 88 229
3737, 189 154 71 221 181 217 219 48 62 79 89 91 88 0
3738, 189 5 119 48 62 84 65 66 88 0
3739, 189 221 123 179 172 173 36 68 66 64 0
3740, 23 37 6 89 91 88 0
3741, 124 154 123 179 113 89 91 88 0
3742, 23 177 130 65 66 64 0
3743, 23 154 221 177 172 173 54 214 43 113 127 65 91 64 0
3744, 23 221 93 90 217 172 173 136 113 68 69 133 1
3745, 23 32 139 130 65 91 72 229
3746, 23 221 154 221 179 54 22 113 65 66 64 0
3747, 124 36 65 66 64 0
3748, 189 221 3 68 66 64 0
3749, 189 154 221 172 173 187 129 65 66 88 0
3750, 124 221 177 113 65 66 88 0
3751, 23 214 84 89 91 88 0
3752, 189 221 176 89 91 88 0
3753, 23 32 206 65 91 72 229
3754, 124 154 115 89 91 88 0
3755, 124 221 154 92 80 179 172 173 113 162 89 91 88 0
3756, 189 113 89 91 88 0
3757, 189 221 139 113 65 66 64 0
3758, 189 5 119 115 65 91 64 229
3759, 189 221 32 139 77 36 206 11 65 91 88 229
3760, 189 32 179 209 206 65 66 88 229
3761, 23 154 37 22 6 113 65 66 67 0
3762, 23 221 175 190 188 221 164 54 6 89 91 64 0
3763, 154 90 22 199 89 91 88 0
3764, 23 206 65 91 72 229
3765, 124 154 221 172 173 6 65 66 64 0
3766, 23 154 181 217 170 106 22 84 68 69 67 1
3767, 124 8 181 217 177 174 54 136 219 84 68 69 67 1
3768, 189 221 92 80 221 139 6 65 66 88 0
3769, 23 221 154 5 119 179 37 22 6 89 91 88 0
3770, 124 225 221 221 139 43 6 65 66 88 229
3771, 189 115 68 66 88 0
3772, 124 225 221 221 140 139 103 50 204 33 146 104 215 65 66 88 229
3773, 23 94 154 221 164 181 106 113 65 66 67 0
3774, 124 8 115 68 69 64 0
3775, 189 221 154 5 119 92 80 209 129 89 91 88 0
3776, 189 179 206 68 66 72 229
3777, 225 154 78 81 179 139 54 14 42 65 66 64 229
3778, 124 8 221 123 181 139 172 173 54 214 113 68 69 64 0
3779, 23 179 139 113 89 91 88 0
3780, 189 221 139 43 113 65 66 64 0
3781, 189 6 89 91 88 0
3782, 23 221 179 37 22 19 6 65 66 64 0
3783, 189 221 154 221 172 173 54 106 197 205 68 66 67 0
3784, 189 115 68 66 88 0
3785, 23 221 129 65 66 64 0
3786, 23 154 221 181 177 172 173 54 113 65 66 64 0
3787, 189 175 190 188 178 59 89 91 88 0
3788, 189 221 154 5 119 179 33 146 49 116 89 91 72 229
3789, 189 154 221 179 172 173 213 65 66 64 0
3790, 124 71 221 113 65 66 88 0
3791, 124 171 154 86 8 71 221 181 217 177 174 172 173 136 106 103 84 134 135 67 230
3792, 23 208 221 179 172 173 7 209 209 87 65 66 64 0
3793, 124 154 221 179 113 199 68 66 64 0
3794, 124 221 50 204 97 65 66 88 229
3795, 189 5 119 36 68 66 88 0
3796, 124 154 5 119 115 68 66 64 0
3797, 124 154 92 199 89 66 64 0
3798, 23 221 154 221 54 113 65 66 88 0
3799, 124 154 86 221 179 172 173 47 65 66 88 229
3800, 189 225 59 89 66 88 0
3801, 23 217 172 173 129 134 69 67 1
3802, 189 221 92 80 221 139 146 6 39 52 89 91 72 229
3803, 23 221 33 146 49 116 65 91 72 229
3804, 189 221 181 139 113 65 66 64 0
3805, 23 187 89 91 88 0
3806, 124 115 65 66 64 0
3807, 23 154 158 221 217 172 173 48 62 199 89 91 88 0
3808, 23 154 48 62 22 126 129 89 91 88 0
3809, 124 6 65 91 64 0
3810, 189 221 95 187 65 66 88 0
3811, 124 221 113 65 66 64 0
3812, 189 179 48 62 121 89 91 88 0
3813, 23 154 221 217 54 113 65 66 88 0
3814, 124 154 123 6 68 66 64 0
3815, 124 221 154 92 221 199 89 91 88 0
3816, 23 154 221 170 172 173 106 22 6 113 65 66 64 0
3817, 23 221 92 221 139 77 50 204 95 65 66 72 229
3818, 189 221 154 5 119 92 80 179 172 173 113 162 65 91 88 229
3819, 124 154 221 187 65 66 64 0
3820, 23 221 154 221 139 50 204 59 65 66 88 229
3821, 124 221 123 179 181 177 113 68 66 64 0
3822, 189 221 154 109 65 66 88 0
3823, 189 221 174 43 6 65 66 88 0
3824, 124 221 154 5 119 179 139 42 84 89 91 88 0
